loja_sync,sku,produto,custo,preco,imposto,updated_at
JK Peças,431,,86.17,,24.00,27/05/2026 08:39
JK Peças,422,,9.19,,24.00,27/05/2026 08:39
JK Peças,319,,47.58,,20.00,27/05/2026 08:39
JK Peças,364-4,,10.89,,24.00,27/05/2026 08:39
JK Peças,364-3,,10.89,,24.00,27/05/2026 08:39
JK Peças,364-2,,10.89,,24.00,27/05/2026 08:39
JK Peças,364-1,,7.59,,24.00,27/05/2026 08:39
JK Peças,321-2,,14.53,,24.00,27/05/2026 08:39
JK Peças,321-1,,14.53,,24.00,27/05/2026 08:39
JK Peças,405,,51.60,,24.00,27/05/2026 08:39
JK Peças,196,,36.56,,24.00,27/05/2026 08:39
JK Peças,432,,12.52,,24.00,27/05/2026 08:39
JK Peças,129,,141.17,,24.00,27/05/2026 08:39
JK Peças,310,,84.90,,24.00,27/05/2026 08:39
JK Peças,141,,39.60,,20.00,27/05/2026 08:39
JK Peças,60,,9.72,,24.00,27/05/2026 08:39
JK Peças,402,,38.14,,24.00,27/05/2026 08:39
JK Peças,295,,188.54,,24.00,27/05/2026 08:39
JK Peças,385-4,,51.04,,24.00,27/05/2026 08:39
JK Peças,385-3,,50.39,,24.00,27/05/2026 08:39
JK Peças,385-2,,41.56,,24.00,27/05/2026 08:39
JK Peças,230-K,,24.93,,20.00,27/05/2026 08:39
JK Peças,230-2,,15.82,,20.00,27/05/2026 08:39
JK Peças,230-1,,15.82,,20.00,27/05/2026 08:39
JK Peças,232-2,,64.55,,24.00,27/05/2026 08:39
JK Peças,232-1,,54.61,,24.00,27/05/2026 08:39
JK Peças,232-5,,46.55,,24.00,27/05/2026 08:39
JK Peças,369,,27.39,,24.00,27/05/2026 08:39
JK Peças,398,,71.50,,24.00,27/05/2026 08:39
JK Peças,298,,14.05,,24.00,27/05/2026 08:39
JK Peças,280,,17.38,,20.00,27/05/2026 08:39
JK Peças,169-K,,13.39,,24.00,27/05/2026 08:39
JK Peças,227-1,,14.80,,24.00,27/05/2026 08:39
JK Peças,52,,166.46,,24.00,27/05/2026 08:39
JK Peças,361,,94.17,,24.00,27/05/2026 08:39
JK Peças,417,,193.17,,20.00,27/05/2026 08:39
JK Peças,70-K,,287.36,,24.00,27/05/2026 08:39
JK Peças,70,,143.68,,24.00,27/05/2026 08:39
JK Peças,343,,74.10,,24.00,27/05/2026 08:39
JK Peças,53,,28.67,,24.00,27/05/2026 08:39
JK Peças,403,,78.36,,24.00,27/05/2026 08:39
JK Peças,413,,49.72,,20.00,27/05/2026 08:39
JK Peças,341,,59.40,,24.00,27/05/2026 08:39
JK Peças,324,,25.17,,24.00,27/05/2026 08:39
JK Peças,241,,53.92,,24.00,27/05/2026 08:39
JK Peças,222-1,,37.26,,24.00,27/05/2026 08:39
JK Peças,299-1,,29.35,,24.00,27/05/2026 08:39
JK Peças,214,,20.30,,24.00,27/05/2026 08:39
JK Peças,105,,39.90,,24.00,27/05/2026 08:39
JK Peças,407,,77.83,,24.00,27/05/2026 08:39
JK Peças,239-2,,34.16,,24.00,27/05/2026 08:39
JK Peças,239-1,,34.16,,24.00,27/05/2026 08:39
JK Peças,158,,100.58,,24.00,27/05/2026 08:39
JK Peças,44-1,,77.33,,24.00,27/05/2026 08:39
JK Peças,406,,82.48,,24.00,27/05/2026 08:39
JK Peças,290,,250.44,,24.00,27/05/2026 08:39
Carlos José,319,,47.58,,14.30,27/05/2026 08:39
Carlos José,291-1,,359.66,,14.30,27/05/2026 08:39
Carlos José,309.1,,153.13,,14.30,27/05/2026 08:39
Carlos José,Emblema Para Honda Logo H Grade Dianteira City 2015 À 2017,,0.00,,0.00,27/05/2026 08:39
Carlos José,365,,73.15,,14.30,27/05/2026 08:39
Carlos José,503-4,,314.57,,14.30,27/05/2026 08:39
Carlos José,503-3,,305.87,,14.30,27/05/2026 08:39
Carlos José,503-2,,394.04,,14.30,27/05/2026 08:39
Carlos José,503-1,,273.10,,14.30,27/05/2026 08:39
Carlos José,385-4-K,,119.66,,14.30,27/05/2026 08:39
Carlos José,385-4-4K,,239.32,,14.30,27/05/2026 08:39
Carlos José,52,,186.40,,14.30,27/05/2026 08:39
Carlos José,297-K,,5.20,,14.30,27/05/2026 08:39
Carlos José,299-2,,49.95,,14.30,27/05/2026 08:39
Carlos José,227-2,,47.29,,14.30,27/05/2026 08:39
Carlos José,155,,118.59,,14.30,27/05/2026 08:39
Carlos José,199,,150.75,,14.30,27/05/2026 08:39
Carlos José,187,,65.44,,14.30,27/05/2026 08:39
Carlos José,472,,94.64,,14.30,27/05/2026 08:39
Carlos José,176,,46.71,,14.30,27/05/2026 08:39
Carlos José,116,,13.18,,14.30,27/05/2026 08:39
Carlos José,220-K4,,98.32,,14.30,27/05/2026 08:39
Carlos José,1000,,116.80,,14.30,27/05/2026 08:39
Carlos José,462,,106.30,,14.30,27/05/2026 08:39
Carlos José,455-K,,55.97,,14.30,27/05/2026 08:39
Carlos José,407-2,,43.64,,14.30,27/05/2026 08:39
Carlos José,454,,57.21,,14.30,27/05/2026 08:39
Carlos José,377-4-K,,99.90,,14.30,27/05/2026 08:39
Carlos José,377-4,,24.58,,14.30,27/05/2026 08:39
Carlos José,377-2,,33.04,,14.30,27/05/2026 08:39
Carlos José,347,,63.92,,14.30,27/05/2026 08:39
Carlos José,294,,44.33,,14.30,27/05/2026 08:39
Carlos José,238-K,,47.32,,14.30,27/05/2026 08:39
Carlos José,238-2,,23.66,,14.30,27/05/2026 08:39
Carlos José,238-1,,23.66,,14.30,27/05/2026 08:39
Carlos José,80,,78.35,,14.30,27/05/2026 08:39
Carlos José,314,,19.28,,14.30,27/05/2026 08:39
Carlos José,44,,14.92,,14.30,27/05/2026 08:39
Carlos José,438,,83.00,,14.30,27/05/2026 08:39
Carlos José,272-K8,,65.44,,14.30,27/05/2026 08:39
Carlos José,272-K4,,32.72,,14.30,27/05/2026 08:39
Carlos José,232-6,,74.99,,14.30,27/05/2026 08:39
Carlos José,419,,63.15,,14.30,27/05/2026 08:39
Carlos José,231-1,,39.92,,14.30,27/05/2026 08:39
Carlos José,147,,19.37,,14.30,27/05/2026 08:39
Carlos José,219,,29.10,,14.30,27/05/2026 08:39
Carlos José,220,,24.58,,14.30,27/05/2026 08:39
Carlos José,160-K,,216.62,,14.30,27/05/2026 08:39
Carlos José,295,,168.10,,14.30,27/05/2026 08:39
Carlos José,160,,42.61,,14.30,27/05/2026 08:39
Carlos José,4-2,,38.85,,14.30,27/05/2026 08:39
Carlos José,227-1,,14.39,,14.30,27/05/2026 08:39
Carlos José,361,,67.82,,14.30,27/05/2026 08:39
Carlos José,147-K4,,77.49,,14.30,27/05/2026 08:39
Carlos José,189-K,,224.28,,14.30,27/05/2026 08:39
Carlos José,189-2,,112.14,,14.30,27/05/2026 08:39
Carlos José,189-1,,112.14,,14.30,27/05/2026 08:39
Carlos José,222-2,,42.40,,14.30,27/05/2026 08:39
Carlos José,222-1,,42.60,,14.30,27/05/2026 08:39
Carlos José,327,,26.04,,14.30,27/05/2026 08:39
Carlos José,341,,77.55,,14.30,27/05/2026 08:39
Carlos José,342,,59.95,,14.30,27/05/2026 08:39
Carlos José,346,,23.34,,14.30,27/05/2026 08:39
Carlos José,357,,14.01,,14.30,27/05/2026 08:39
Carlos José,358,,51.11,,14.30,27/05/2026 08:39
Carlos José,344-k,,290.12,,14.30,27/05/2026 08:39
Carlos José,252-k,,27.35,,14.30,27/05/2026 08:39
Carlos José,344,,99.99,,14.30,27/05/2026 08:39
Carlos José,360,,25.68,,14.30,27/05/2026 08:39
Carlos José,299-1,,27.73,,14.30,27/05/2026 08:39
Carlos José,308,,38.16,,14.30,27/05/2026 08:39
Carlos José,222-k,,85.00,,14.30,27/05/2026 08:39
Carlos José,369,,23.88,,14.30,27/05/2026 08:39
Carlos José,371,,33.34,,14.30,27/05/2026 08:39
Carlos José,376,,89.78,,14.30,27/05/2026 08:39
Carlos José,384,,118.24,,14.30,27/05/2026 08:39
Carlos José,391,,88.50,,14.30,27/05/2026 08:39
Carlos José,396,,8.55,,14.30,27/05/2026 08:39
Carlos José,397,,10.95,,14.30,27/05/2026 08:39
Carlos José,399,,372.50,,14.30,27/05/2026 08:39
Carlos José,403,,85.13,,14.30,27/05/2026 08:39
Carlos José,141,,40.26,,14.30,27/05/2026 08:39
Carlos José,150,,11.58,,14.30,27/05/2026 08:39
Carlos José,181,,43.18,,14.30,27/05/2026 08:39
Carlos José,190,,57.09,,14.30,27/05/2026 08:39
Carlos José,250-K,,51.52,,14.30,27/05/2026 08:39
Carlos José,250-2,,25.39,,14.30,27/05/2026 08:39
Carlos José,200,,99.61,,14.30,27/05/2026 08:39
Carlos José,250-1,,25.81,,14.30,27/05/2026 08:39
Carlos José,228,,4.99,,14.30,27/05/2026 08:39
Carlos José,252-2,,13.67,,14.30,27/05/2026 08:39
Carlos José,252-1,,13.67,,14.30,27/05/2026 08:39
Carlos José,231,,43.13,,14.30,27/05/2026 08:39
Carlos José,231.1,,64.20,,14.30,27/05/2026 08:39
Carlos José,241-1,,111.97,,14.30,27/05/2026 08:39
Carlos José,325-2,,16.41,,14.30,27/05/2026 08:39
Carlos José,325-1,,16.41,,14.30,27/05/2026 08:39
Carlos José,406,,79.64,,14.30,27/05/2026 08:39
Carlos José,401,,170.40,,14.30,27/05/2026 08:39
Carlos José,398,,86.97,,14.30,27/05/2026 08:39
Carlos José,367-K,,163.24,,14.30,27/05/2026 08:39
Carlos José,367,,81.62,,14.30,27/05/2026 08:39
Carlos José,251,,8.90,,14.30,27/05/2026 08:39
Carlos José,254-1,,665.31,,14.30,27/05/2026 08:39
Carlos José,363,,76.98,,14.30,27/05/2026 08:39
Carlos José,352,,45.19,,14.30,27/05/2026 08:39
Carlos José,316,,16.91,,14.30,27/05/2026 08:39
Carlos José,313,,28.29,,14.30,27/05/2026 08:39
Carlos José,381,,132.12,,14.30,27/05/2026 08:39
Carlos José,310,,105.17,,14.30,27/05/2026 08:39
Carlos José,298,,2.88,,14.30,27/05/2026 08:39
Carlos José,256,,34.80,,14.30,27/05/2026 08:39
Carlos José,297,,2.61,,14.30,27/05/2026 08:39
Carlos José,259,,47.17,,14.30,27/05/2026 08:39
Carlos José,273,,47.98,,14.30,27/05/2026 08:39
Carlos José,410,,37.75,,14.30,27/05/2026 08:39
Carlos José,277,,38.93,,14.30,27/05/2026 08:39
Carlos José,278,,97.27,,14.30,27/05/2026 08:39
Carlos José,279,,111.87,,14.30,27/05/2026 08:39
Carlos José,280,,18.58,,14.30,27/05/2026 08:39
Carlos José,274,,15.40,,14.30,27/05/2026 08:39
Carlos José,257,,32.07,,14.30,27/05/2026 08:39
Carlos José,245,,35.80,,14.30,27/05/2026 08:39
Carlos José,285,,82.16,,14.30,27/05/2026 08:39
Carlos José,345,,64.97,,14.30,27/05/2026 08:39
Carlos José,286,,29.49,,14.30,27/05/2026 08:39
Carlos José,230-K,,25.81,,14.30,27/05/2026 08:39
Carlos José,230-2,,12.91,,14.30,27/05/2026 08:39
Carlos José,230-1,,12.91,,14.30,27/05/2026 08:39
Carlos José,292,,74.40,,14.30,27/05/2026 08:39
Carlos José,318,,38.56,,14.30,27/05/2026 08:39
Carlos José,382,,54.82,,14.30,27/05/2026 08:39
Carlos José,220-K6,,147.42,,14.30,27/05/2026 08:39
Carlos José,219-K6,,149.40,,14.30,27/05/2026 08:39
Carlos José,420,,81.04,,14.30,27/05/2026 08:39
Carlos José,219-K4,,99.60,,14.30,27/05/2026 08:39
Carlos José,60-K4,,52.13,,14.30,27/05/2026 08:39
Carlos José,167-K,,13.90,,14.30,27/05/2026 08:39
Carlos José,167,,6.95,,14.30,27/05/2026 08:39
Carlos José,124-1,,11.06,,14.30,27/05/2026 08:39
Carlos José,124,,14.64,,14.30,27/05/2026 08:39
Carlos José,120,,11.54,,14.30,27/05/2026 08:39
Carlos José,107-1,,31.04,,14.30,27/05/2026 08:39
Carlos José,99-1,,17.76,,14.30,27/05/2026 08:39
Carlos José,99,,16.87,,14.30,27/05/2026 08:39
Carlos José,79,,25.01,,14.30,27/05/2026 08:39
Carlos José,78,,26.53,,14.30,27/05/2026 08:39
Carlos José,71,,19.26,,14.30,27/05/2026 08:39
Carlos José,66,,132.56,,14.30,27/05/2026 08:39
Carlos José,62,,35.03,,14.30,27/05/2026 08:39
Carlos José,47,,18.27,,14.30,27/05/2026 08:39
Carlos José,44-1,,107.66,,14.30,27/05/2026 08:39
Carlos José,70-K,,289.32,,14.30,27/05/2026 08:39
Carlos José,70,,146.66,,14.30,27/05/2026 08:39
Carlos José,221,,13.32,,14.30,27/05/2026 08:39
Carlos José,232-2,,99.31,,14.30,27/05/2026 08:39
Carlos José,232-1,,53.09,,14.30,27/05/2026 08:39
Carlos José,232-5,,61.58,,14.30,27/05/2026 08:39
Carlos José,276,,45.67,,14.30,27/05/2026 08:39
Carlos José,192,,32.87,,14.30,27/05/2026 08:39
Carlos José,46,,18.19,,14.30,27/05/2026 08:39
Carlos José,37,,15.42,,14.30,27/05/2026 08:39
Carlos José,35,,13.88,,14.30,27/05/2026 08:39
Carlos José,33,,13.52,,14.30,27/05/2026 08:39
Carlos José,321-K,,52.86,,14.30,27/05/2026 08:39
Carlos José,321-2,,26.43,,14.30,27/05/2026 08:39
Carlos José,321-1,,26.43,,14.30,27/05/2026 08:39
Carlos José,44-K4,,37.78,,14.30,27/05/2026 08:39
Carlos José,320,,50.93,,14.30,27/05/2026 08:39
Carlos José,195-K,,60.00,,14.30,27/05/2026 08:39
Carlos José,195,,30.00,,14.30,27/05/2026 08:39
Carlos José,353,,57.19,,14.30,27/05/2026 08:39
Carlos José,82,,21.37,,14.30,27/05/2026 08:39
Carlos José,82-K,,42.74,,14.30,27/05/2026 08:39
Carlos José,81,,18.14,,14.30,27/05/2026 08:39
Carlos José,81-K,,39.22,,14.30,27/05/2026 08:39
Carlos José,107,,27.16,,14.30,27/05/2026 08:39
Carlos José,59,,26.93,,14.30,27/05/2026 08:39
Carlos José,23,,101.85,,14.30,27/05/2026 08:39
Carlos José,20,,50.96,,14.30,27/05/2026 08:39
Carlos José,16,,8.19,,14.30,27/05/2026 08:39
Carlos José,15-1,,33.43,,14.30,27/05/2026 08:39
Carlos José,008,,13.93,,14.30,27/05/2026 08:39
Carlos José,001,,17.75,,14.30,27/05/2026 08:39
Carlos José,385-4,,39.56,,14.30,27/05/2026 08:39
Carlos José,385-2,,63.97,,14.30,27/05/2026 08:39
Carlos José,375-2,,31.35,,14.30,27/05/2026 08:39
Carlos José,375-1,,40.22,,14.30,27/05/2026 08:39
Carlos José,315-K,,29.08,,14.30,27/05/2026 08:39
Carlos José,314-K,,38.56,,14.30,27/05/2026 08:39
Carlos José,402,,35.54,,14.30,27/05/2026 08:39
Carlos José,407,,35.31,,14.30,27/05/2026 08:39
Carlos José,368,,100.68,,14.30,27/05/2026 08:39
Carlos José,105,,42.98,,14.30,27/05/2026 08:39
Carlos José,18,,228.79,,14.30,27/05/2026 08:39
Carlos José,421,,42.02,,14.30,27/05/2026 08:39
Carlos José,241,,52.09,,14.30,27/05/2026 08:39
Carlos José,419-K,,114.21,,14.30,27/05/2026 08:39
Carlos José,419-2,,57.10,,14.30,27/05/2026 08:39
Carlos José,419-1,,57.10,,14.30,27/05/2026 08:39
Carlos José,290,,222.21,,14.30,27/05/2026 08:39
Carlos José,244,,21.38,,14.30,27/05/2026 08:39
Carlos José,214,,23.80,,14.30,27/05/2026 08:39
Carlos José,196,,35.34,,14.30,27/05/2026 08:39
Carlos José,169-K,,12.34,,14.30,27/05/2026 08:39
Carlos José,198-4,,65.43,,14.30,27/05/2026 08:39
Carlos José,198-3,,65.43,,14.30,27/05/2026 08:39
Carlos José,198-2,,63.37,,14.30,27/05/2026 08:39
Carlos José,198-1,,64.18,,14.30,27/05/2026 08:39
Carlos José,60,,13.03,,14.30,27/05/2026 08:39
Carlos José,380,,66.11,,14.30,27/05/2026 08:39
Uai Mineirinho,19-1,,0.00,,0.00,27/05/2026 08:39
Uai Mineirinho,309.1,,153.13,,14.30,27/05/2026 08:39
Uai Mineirinho,008-1,,4.00,,14.30,27/05/2026 08:39
Uai Mineirinho,484-2,,237.76,,14.50,27/05/2026 08:39
Uai Mineirinho,484-1,,237.76,,14.50,27/05/2026 08:39
Uai Mineirinho,479-K5,,1718.35,,14.30,27/05/2026 08:39
Uai Mineirinho,479-K3,,1031.01,,14.30,27/05/2026 08:39
Uai Mineirinho,479-K,,687.34,,14.30,27/05/2026 08:39
Uai Mineirinho,417,,0.00,,0.00,27/05/2026 08:39
Uai Mineirinho,307-K,,131.10,,14.30,27/05/2026 08:39
Uai Mineirinho,479-1,,114.56,,14.30,27/05/2026 08:39
Uai Mineirinho,307-1,,133.36,,14.30,27/05/2026 08:39
Uai Mineirinho,008-K,,11.88,,14.30,27/05/2026 08:39
Uai Mineirinho,94-3,,64.04,,14.30,27/05/2026 08:39
Uai Mineirinho,4-3,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,49-K,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,366,,319.18,,14.30,27/05/2026 08:39
Uai Mineirinho,477,,31.66,,14.30,27/05/2026 08:39
Uai Mineirinho,477-1,,31.66,,14.30,27/05/2026 08:39
Uai Mineirinho,230,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,482,,72.63,,14.30,27/05/2026 08:39
Uai Mineirinho,481,,72.63,,14.30,27/05/2026 08:39
Uai Mineirinho,480,,72.63,,14.30,27/05/2026 08:39
Uai Mineirinho,194-K,,25.33,,14.30,27/05/2026 08:39
Uai Mineirinho,476,,31.58,,14.30,27/05/2026 08:39
Uai Mineirinho,475,,98.36,,14.30,27/05/2026 08:39
Uai Mineirinho,474,,98.36,,14.30,27/05/2026 08:39
Uai Mineirinho,298-K,,4.94,,14.30,27/05/2026 08:39
Uai Mineirinho,307-2,,21.32,,14.30,27/05/2026 08:39
Uai Mineirinho,27-2,,12.67,,14.30,27/05/2026 08:39
Uai Mineirinho,27-K,,25.34,,14.30,27/05/2026 08:39
Uai Mineirinho,479,,343.67,,14.30,27/05/2026 08:39
Uai Mineirinho,471,,136.83,,14.30,27/05/2026 08:39
Uai Mineirinho,447,,25.13,,14.30,27/05/2026 08:39
Uai Mineirinho,343,,47.31,,14.30,27/05/2026 08:39
Uai Mineirinho,469,,64.74,,14.30,27/05/2026 08:39
Uai Mineirinho,423-2,,84.42,,14.30,27/05/2026 08:39
Uai Mineirinho,291,,801.00,,14.30,27/05/2026 08:39
Uai Mineirinho,331-k,,16.93,,14.30,27/05/2026 08:39
Uai Mineirinho,331,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,361,,51.04,,14.30,27/05/2026 08:39
Uai Mineirinho,420,,38.08,,14.30,27/05/2026 08:39
Uai Mineirinho,384,,114.48,,14.30,27/05/2026 08:39
Uai Mineirinho,375,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,4-2,,37.19,,14.30,27/05/2026 08:39
Uai Mineirinho,3224,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,468,,54.79,,14.30,27/05/2026 08:39
Uai Mineirinho,467,,17.05,,14.30,27/05/2026 08:39
Uai Mineirinho,462,,114.17,,14.30,27/05/2026 08:39
Uai Mineirinho,198-,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,173,,95.31,,14.30,27/05/2026 08:39
Uai Mineirinho,435,,36.32,,14.30,27/05/2026 08:39
Uai Mineirinho,435-K,,49.71,,14.30,27/05/2026 08:39
Uai Mineirinho,151-K6,,49.38,,14.30,27/05/2026 08:39
Uai Mineirinho,151,,8.23,,14.30,27/05/2026 08:39
Uai Mineirinho,149,,6.70,,14.30,27/05/2026 08:39
Uai Mineirinho,005,,54.91,,14.30,27/05/2026 08:39
Uai Mineirinho,"454,90",,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,308-1,,46.76,,14.30,27/05/2026 08:39
Uai Mineirinho,"308,1",,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,377-2-K4,,134.80,,14.30,27/05/2026 08:39
Uai Mineirinho,377-4K,,77.98,,14.30,27/05/2026 08:39
Uai Mineirinho,299-2,,26.86,,14.30,27/05/2026 08:39
Uai Mineirinho,382-4,,50.59,,14.30,27/05/2026 08:39
Uai Mineirinho,382-2,,50.59,,14.30,27/05/2026 08:39
Uai Mineirinho,465,,121.90,,14.30,27/05/2026 08:39
Uai Mineirinho,1902,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,124-4,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,442,,422.90,,14.30,27/05/2026 08:39
Uai Mineirinho,279,,94.58,,14.30,27/05/2026 08:39
Uai Mineirinho,254-1,,303.85,,14.30,27/05/2026 08:39
Uai Mineirinho,169,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,72,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,53,,54.42,,14.30,27/05/2026 08:39
Uai Mineirinho,46,,21.59,,14.30,27/05/2026 08:39
Uai Mineirinho,294,,63.39,,14.30,27/05/2026 08:39
Uai Mineirinho,29,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,283,,89.71,,14.30,27/05/2026 08:39
Uai Mineirinho,220-K56,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,2334,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,17,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,129,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,401,,190.78,,14.30,27/05/2026 08:39
Uai Mineirinho,391,,106.51,,14.30,27/05/2026 08:39
Uai Mineirinho,244,,20.28,,14.30,27/05/2026 08:39
Uai Mineirinho,358,,12.19,,14.30,27/05/2026 08:39
Uai Mineirinho,372,,21.06,,14.30,27/05/2026 08:39
Uai Mineirinho,357,,11.09,,14.30,27/05/2026 08:39
Uai Mineirinho,349,,65.21,,14.30,27/05/2026 08:39
Uai Mineirinho,347,,57.32,,14.30,27/05/2026 08:39
Uai Mineirinho,70-K4,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,313-K,,70.34,,14.30,27/05/2026 08:39
Uai Mineirinho,277,,86.02,,14.30,27/05/2026 08:39
Uai Mineirinho,259,,46.30,,14.30,27/05/2026 08:39
Uai Mineirinho,225,,30.37,,14.30,27/05/2026 08:39
Uai Mineirinho,218,,43.59,,14.30,27/05/2026 08:39
Uai Mineirinho,139,,46.79,,14.30,27/05/2026 08:39
Uai Mineirinho,002,,35.67,,14.30,27/05/2026 08:39
Uai Mineirinho,147-4,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,129-3,,147.44,,14.30,27/05/2026 08:39
Uai Mineirinho,337,,46.28,,14.30,27/05/2026 08:39
Uai Mineirinho,410,,27.08,,14.30,27/05/2026 08:39
Uai Mineirinho,282,,120.23,,14.30,27/05/2026 08:39
Uai Mineirinho,407-1,,50.05,,14.30,27/05/2026 08:39
Uai Mineirinho,92-1,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,414-1,,42.02,,14.30,27/05/2026 08:39
Uai Mineirinho,367,,64.44,,14.30,27/05/2026 08:39
Uai Mineirinho,219-K,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,208,,65.71,,14.30,27/05/2026 08:39
Uai Mineirinho,219,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,231-1,,54.04,,14.30,27/05/2026 08:39
Uai Mineirinho,434,,49.78,,14.30,27/05/2026 08:39
Uai Mineirinho,313-1,,0.01,,14.30,27/05/2026 08:39
Uai Mineirinho,222-K,,74.71,,14.30,27/05/2026 08:39
Uai Mineirinho,353,,41.59,,14.30,27/05/2026 08:39
Uai Mineirinho,198-3,,74.23,,14.30,27/05/2026 08:39
Uai Mineirinho,198-1,,56.40,,14.30,27/05/2026 08:39
Uai Mineirinho,414,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,157.1,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,398,,82.39,,14.30,27/05/2026 08:39
Uai Mineirinho,392,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,381,,125.62,,14.30,27/05/2026 08:39
Uai Mineirinho,376,,80.92,,14.30,27/05/2026 08:39
Uai Mineirinho,369,,31.89,,14.30,27/05/2026 08:39
Uai Mineirinho,368,,106.35,,14.30,27/05/2026 08:39
Uai Mineirinho,363,,87.39,,14.30,27/05/2026 08:39
Uai Mineirinho,352,,48.28,,14.30,27/05/2026 08:39
Uai Mineirinho,342,,61.40,,14.30,27/05/2026 08:39
Uai Mineirinho,324,,13.90,,14.30,27/05/2026 08:39
Uai Mineirinho,315-K,,29.08,,14.30,27/05/2026 08:39
Uai Mineirinho,314-K,,29.70,,14.30,27/05/2026 08:39
Uai Mineirinho,314,,9.93,,14.30,27/05/2026 08:39
Uai Mineirinho,313,,25.87,,14.30,27/05/2026 08:39
Uai Mineirinho,308,,46.68,,14.30,27/05/2026 08:39
Uai Mineirinho,303,,40.71,,14.30,27/05/2026 08:39
Uai Mineirinho,299-1303,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,297-K,,3.53,,14.30,27/05/2026 08:39
Uai Mineirinho,297,,5.74,,14.30,27/05/2026 08:39
Uai Mineirinho,292,,52.33,,14.30,27/05/2026 08:39
Uai Mineirinho,281,,16.76,,14.30,27/05/2026 08:39
Uai Mineirinho,278,,102.50,,14.30,27/05/2026 08:39
Uai Mineirinho,273,,46.77,,14.30,27/05/2026 08:39
Uai Mineirinho,272-K4,,12.92,,14.30,27/05/2026 08:39
Uai Mineirinho,272-K8,,25.84,,14.30,27/05/2026 08:39
Uai Mineirinho,272,,3.20,,14.30,27/05/2026 08:39
Uai Mineirinho,222-2,,41.75,,14.30,27/05/2026 08:39
Uai Mineirinho,222-1,,32.96,,14.30,27/05/2026 08:39
Uai Mineirinho,220,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,198-4,,54.69,,14.30,27/05/2026 08:39
Uai Mineirinho,198-2,,74.23,,14.30,27/05/2026 08:39
Uai Mineirinho,19196,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,280.53,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,170-K,,64.54,,14.30,27/05/2026 08:39
Uai Mineirinho,170,,20.88,,14.30,27/05/2026 08:39
Uai Mineirinho,157,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,152,,6.70,,14.30,27/05/2026 08:39
Uai Mineirinho,150,,7.58,,14.30,27/05/2026 08:39
Uai Mineirinho,147,,19.74,,14.30,27/05/2026 08:39
Uai Mineirinho,94,,64.04,,14.30,27/05/2026 08:39
Uai Mineirinho,382,,29.54,,14.30,27/05/2026 08:39
Uai Mineirinho,268,,62.64,,14.30,27/05/2026 08:39
Uai Mineirinho,252-K,,31.70,,14.30,27/05/2026 08:39
Uai Mineirinho,252-2,,15.85,,14.30,27/05/2026 08:39
Uai Mineirinho,252-1,,13.68,,14.30,27/05/2026 08:39
Uai Mineirinho,251,,3.37,,14.30,27/05/2026 08:39
Uai Mineirinho,66,,94.24,,14.30,27/05/2026 08:39
Uai Mineirinho,345-1,,0.00,,14.30,27/05/2026 08:39
Uai Mineirinho,194,,12.76,,14.30,27/05/2026 08:39
Uai Mineirinho,248,,40.36,,14.30,27/05/2026 08:39
Uai Mineirinho,154,,37.41,,14.30,27/05/2026 08:39
Uai Mineirinho,190,,62.45,,14.30,27/05/2026 08:39
Uai Mineirinho,392-2,,35.16,,14.30,27/05/2026 08:39
Uai Mineirinho,392-1,,35.16,,14.30,27/05/2026 08:39
Uai Mineirinho,392-K,,70.33,,14.30,27/05/2026 08:39
Uai Mineirinho,239-2,,30.50,,14.30,27/05/2026 08:39
