Nome do crédito,Status,Moeda,Porcentagem restante,Valor restante,Valor original,Tipo,ID do crédito,Escopo,Data de início,Data de término,Tipo de aplicação de crédito
GCP Free Credit,Disponível,R$,100,"1703,19","1703,19",Uma vez,Starter:Credit-010B64-4EA411-D1E3E1,Determinado uso; consulte os termos da promoção para ver detalhes.,2026-05-14,2026-08-13,Preço líquido,
