arquivo,sku,nome,produto_bling,ncm,categoria_anterior,categoria_nova,regra_pis_cofins
info\000002\cadastro_produtos.csv,364-2,Cell phone adapter for induction charging,Adaptador Sem Fio Wireless Qi Indução Type: B,8504.40.10,Acessório para celulares e tablet,"Eletrônicos, informática e comunicação",geral_2_10_10_25
info\000002\cadastro_produtos.csv,364-3,Cell phone adapter for induction charging,Adaptador Sem Fio Wireless Qi Indução Type: C,8504.40.10,Acessório para celulares e tablet,"Eletrônicos, informática e comunicação",geral_2_10_10_25
info\000002\cadastro_produtos.csv,364-4,Cell phone adapter for induction charging,Adaptador Sem Fio Wireless Qi Indução Type: iPhone,8504.40.10,Acessório para celulares e tablet,"Eletrônicos, informática e comunicação",geral_2_10_10_25
info\000002\cadastro_produtos.csv,368,Idle Speed Actuator for vehicle,Atuador De Marcha Lenta 22270-00040,8481.80.99,Manutenção automotiva,"Válvulas, registros e conexões",geral_2_10_10_25
info\000002\cadastro_produtos.csv,369,Vehicle water pump bypass pipe,Tubo Bypass Bomba De Agua 68211200AC,3917.39.00,Manutenção automotiva,"Bombas, hidráulica e circulação de líquidos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,37,Automatic Transmission Speed Sensor for Vehicle,Sensor De Rotação Câmbio Automático A3 Golf Bora 01m927321b,9032.89.23,Manutenção automotiva,"Instrumentos, medição e saúde",geral_2_10_10_25
info\000002\cadastro_produtos.csv,373,,Carcaça E Válvula Termostática 68003582AB 4884569AB 68003582AA,8481.80.21,"V?lvulas, registros e conex?es","Válvulas, registros e conexões",geral_2_10_10_25
info\000002\cadastro_produtos.csv,375-1,LED Signal Lights for Sorento,Seta Pisca Retrovisor 87613-2P000-FC 87623-2P000-FC Direito: ( Passageiro ),8539.90.90,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,375-2,LED Signal Lights for Sorento,Seta Pisca Retrovisor 87613-2P000-FC 87623-2P000-FC Esquerdo: ( Motorista ),8539.90.90,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,377-2,Underwater light for boats and motorboats 27 LEDs,Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha Cor: Branco,8539.29.10,Acessórios para embarcações,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,377-4,Underwater light for boats and motorboats 27 LEDs,Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha Cor: Azul,8539.29.10,Acessórios para embarcações,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,377-4-K,,2 Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha Azul,8539.29.10,Componentes el?tricos e ilumina??o,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,377-4K,,2 Luz Lâmpada Subaquática 27 Leds Super Potência Barco Lancha Azul,8539.29.10,Componentes el?tricos e ilumina??o,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,379-1,Hose seal ring 14463-5X04B,Kit Anéis Vedação Da Mangueira Intercooler,4016.93.00,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,379-2,Clips Intercooler 14463-5X04B'',Presilhas Mangueira Intercooler,4009.12.90,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,379-3,O-ring and hose clips 14463-5X04B,Anéis + Travas Da Mangueira intercooler,4016.93.00,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,379-4,Clips Intercooler 14463-5X04B,Trava Mangueira Intercooler (Menor),4009.12.90,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,379-5,O-ring and hose clips 14463-5X04B,Kit Anéis Presilhas Mangueira Intercooler,4016.93.00,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,384,Intercooler hose for vehicles 14463-5X04B,Mangueira Intercooler Turbina 144635X02B 144635X00B 144635X04B,4009.42.90,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,385-2,Underwater light for boats and motorboats 42 LEDs,Luz Subaquática Submarina 42 Leds 12v Barcos Lanchas Iates Cor: Branco,8539.21.10,Acessórios para embarcações,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,385-3,Underwater light for boats and motorboats 42 LEDs,Luz Subaquática Submarina 42 Leds 12v Barcos Lanchas Iates Cor:Verde,8539.21.10,Acessórios para embarcações,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,385-4,Underwater light for boats and motorboats 42 LEDs,Luz Subaquática Submarina 42 Leds 12v Barcos Lanchas Iates Cor: Azul,8539.21.10,Acessórios para embarcações,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,391,8 inch manual suction cup,Ventosa Manual 200kg,3926.90.90,Ferramenta de construção,"Bombas, hidráulica e circulação de líquidos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,393-1,50mm rubber sealing ring,Anel Vedação Da Mangueira Intercooler Maior,4016.93.00,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,393-2,50mm rubber sealing ring,Anel Vedação Da Mangueira Intercooler Menor,4016.93.00,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,394-1,50mm hose clamp,Trava Presília Mangueira Intercooler Maior,4016.93.00,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,394-2,45mm hose clamp,Trava Presília Mangueira Intercooler Menor,4016.93.00,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,407,WIFI temperature and humidity sensor,Sensor De Temperatura E Umidade Wi-fi - Alexa E Google Home,9032.89.83,Relógio e sensor,"Instrumentos, medição e saúde",geral_2_10_10_25
info\000002\cadastro_produtos.csv,410,"Air filter duct hose Plastic Rubber
27.5cm
Cardboard box",Mangueira Filtro De Ar Tbi 17225-r1a-a01,4009.31.00,Manutenção automotiva,Filtros e purificação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,412,,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-1,Rotary hoe for brushcutter 26mm. 9 stretch marks,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 26mm 9 Estrias,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-2,Rotary hoe for brushcutter 26mm. square cardan,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 26 Quadrado 5.0,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-3,Rotary hoe for brushcutter 28 mm. 9 stretch marks,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 28mm 9 Estrias,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-4,Rotary hoe for brushcutter 28 mm. square cardan,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 28mm Quadrado 5.0,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-5,,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 26mm Quadrada 5.5,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-6,,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 26mm 7 estrias,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-7,,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 26mm Quadrado 6.0,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-8,,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 28mm Quadrado 5.5,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,412-9,,Enxada Rotativa Aradora Para Roçadeiras 360mm ST178 28mm Quadrado 6.0,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,422,Six claw metal plate trimmer head,Disco Enxada Rotativa Roçadeira Capina Grama Universal,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,422-K,,Disco Enxada Rotativa Roçadeira Capina Grama Universal 2 Un,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,425,Intercooler hose for vehicles AB396K683CE,Mangueira Intercooler Ford Ranger 2.2 Alta Performance Silicone AB396K683CE,4009.42.90,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,425-1,Intercooler hose for vehicles AB396K683BE/AB396K683DD,Mangueira Intercooler Nova Ranger 3.2 Ab396k683be / DD,4009.42.90,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,425-2,Intercooler hose for vehicles AB396K683BF,Mangueira Intercooler Admissão Ford Ranger 3.2 Ab396k683bf,4009.42.90,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,432,Rotating steel brush for brush cutter,Escova De Aço Para Roçadeira Profissional Universal,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,433-1,WALL PANEL,"Painel Ripado De Madeira Ecológica 290x16x2,5 Cm Wpc Parede Cor:Carvalho",4410.19.19,"Casa, utilidades e identifica??o","Casa, utilidades e identificação",geral_2_10_10_25
info\000002\cadastro_produtos.csv,433-2,WALL PANEL,"Painel Ripado De Madeira Ecológica 290x16x2,5 Cm Wpc Parede Cor:Mogno",4410.19.19,"Casa, utilidades e identifica??o","Casa, utilidades e identificação",geral_2_10_10_25
info\000002\cadastro_produtos.csv,436,Cardam Brushcutter Glove Adapter,Adaptador Luva Cardan Roçadeira De Enxada Rotativa Arador,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,436-1,Cardam Brushcutter Glove Adapter 9 stretch marks,Adaptador Luva Cardan Roçadeira De Enxada Rotativa Arador Cardan 9 estrias,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,436-2,Cardam Brushcutter Glove Adapter 7 stretch marks,Adaptador Luva Cardan Roçadeira De Enxada Rotativa Arador Cardan 7 estrias,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,436-3,Cardam Brushcutter Glove Adapter 6mm square,Adaptador Luva Cardan Roçadeira De Enxada Rotativa Arador Cardan Quadrado 6mm,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,436-4,Cardam Brushcutter Glove Adapter 5.5mm square,"Adaptador Luva Cardan Roçadeira De Enxada Rotativa Arador Cardan Quadrado 5,5 mm",8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,438,Anti-fog facial protective mask,Máscara Facial Transparente Anti-embaçante Roçadeira Olhos,9020.00.90,Equipamento de proteção,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,440,Vehicle speed gear position sensor,Sensor Fluxo Ar Frontier 2.5 16v 2008 2009 2010 2011 2012,8533.40.91,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,441,Vehicle speed gear position sensor,"Sensor (tr) Posição Cambio Powershift Fiesta, Focus Ecosport",8533.40.91,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,443,2 remote controls 1 receiver for crane,"2 Controles Remotos Ponte Rolante, Guincho, Talha",8425.31.10,Ferramenta para controlar guindastes e talhas elétricas,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,444-K2-1,,Kit Lâminas 2 un Para Roçadeira Rotativa - Disco Enxada + Escova de Aço,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,444-K3,,Kit Lâminas 3 un Para Roçadeira Rotativa - Disco Enxada + Escova de Aço + Lâmina Canivete,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,444-K3-1,,Kit Lâminas 2 un + Masca Epi Para Roçadeira Rotativa - Disco Enxada + Escova de Aço,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,444-K3-2,,Kit Lâminas 2 un + Masca Epi Para Roçadeira Rotativa - Escova de Aço + Lâmina Canivete,8433.90.10,"M?quinas, ferramentas e equipamentos","Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,445,Mini safe holds keys,Caixa Segredo Mini Cofre Porta Guarda Chave Senha Alterável Cor Preto,8303.00.00,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,446,Manual Hoist - 1 Ton - 10 Meters,Talha Manual Deckas - 1 Tonelada - 10 Metros,8425.19.10,Ferramenta ultilizada em construção e indústria em geral,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,453,6 Point Blade,Lamina 6 Pontas Motopoda Canivete Nakasaki Para Roçadeiras,8433.90.10,Acessório para roçadeiras,"Máquinas, ferramentas e equipamentos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,458-3,Replacement emblem compatible with City vehicle,Emblema do parachoque 71121-T9A-T00,3926.90.90,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,458-K3,,Grade+Frizo+Emblema do para choque 71121-T9A-T00 Cor:Preto/Chromado,3926.90.90,"Pl?sticos, borrachas e adesivos","Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,460,12v Submersible Pump for water and oil,Bomba Submersa 12v Transferência Óleo Diesel Água,8413.70.10,Bomba para transferencia de líquidos,"Bombas, hidráulica e circulação de líquidos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,461,Quick Disconnect Battery Terminal Connector. 2Pcs,Conector Terminal Bateria C/ Engate Rápido Carro Par,8507.90.90,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,473,Fire blanket 1.8x1.2cm,"Manta Anti Chama Fire Blanket 1,20 X 1,80 M",3919.90.90,Equipamento de segurança,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,005,Vehicle fuel pressure sensor,Sensor Pressão Combustível 5WS40039,9032.89.81,Manutenção automotiva,"Instrumentos, medição e saúde",geral_2_10_10_25
info\000002\cadastro_produtos.csv,59,Vehicle Throttle Position Sensor,Sensor Tps Posição Borboleta Honda Civic 96 97 98 99 00,9032.10.90,Manutenção automotiva,"Instrumentos, medição e saúde",geral_2_10_10_25
info\000002\cadastro_produtos.csv,60-K4,,Emblema Lateral Bmw F800 Gs 1200 Aluminium 4 Und,5807.90.00,"Casa, utilidades e identifica??o","Casa, utilidades e identificação",geral_2_10_10_25
info\000002\cadastro_produtos.csv,78,Water pump DC 24V,Mini Bomba D'água Voltagem: 22w 5m 800l/h 24v Dc,8413.81.00,Manutenção automotiva,"Bombas, hidráulica e circulação de líquidos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,79,Water pump DC 12V,Mini Bomba D'água Voltagem: 19w 5m 800l/h 12v Dc,8413.82.00,Manutenção automotiva,"Bombas, hidráulica e circulação de líquidos",override_exato
info\000002\cadastro_produtos.csv,008,Car roof antenna base,Base Para Antena De Carros 1087087,8529.10.90,Manutenção automotiva,"Eletrônicos, informática e comunicação",geral_2_10_10_25
info\000002\cadastro_produtos.csv,80,Vehicle Thermostatic Valve,Válvula Termostática,8481.80.21,Manutenção automotiva,"Válvulas, registros e conexões",geral_2_10_10_25
info\000002\cadastro_produtos.csv,81,Vehicle lamp D4R 6000K 35W 12V,Lâmpada Xenon D4r 6000k,8539.90.90,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,81-K,Pair of D4R 6000K 35W 12V automotive bulbs,Par Lampada Xenon D4r 35w 6000k,8539.90.90,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,82,Vehicle lamp D4R 4300K 35W 12V,Lampada Xenon D4r Original 35w 4300k,8539.90.90,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,82-K,Pair of Vehicle lamp D4R 4300K 35W 12V,Par Lampada Xenon D4r 35w 4300k,8539.29.10,Manutenção automotiva,Componentes elétricos e iluminação,geral_2_10_10_25
info\000002\cadastro_produtos.csv,94-1,Vehicle side sticker,Emblema Lateral VW Logo: Clean,3919.10.90,Manutenção automotiva,"Plásticos, borrachas e adesivos",geral_2_10_10_25
info\000002\cadastro_produtos.csv,94-2,,Emblema Lateral VW Logo: 4 Motion,3919.10.90,"Pl?sticos, borrachas e adesivos","Plásticos, borrachas e adesivos",geral_2_10_10_25
