data,loja_conta,canal,numero,situacao,sku,produto,qtd,valor
2026-01-11,Multimarcas,Loja 204200514,31787,-,S/ ITEM,Venda Geral (S/ discriminação),1,234.7
2026-01-11,Multimarcas,Loja 204200514,31786,-,S/ ITEM,Venda Geral (S/ discriminação),1,249.28
2026-01-11,Multimarcas,Loja 204200514,31785,-,S/ ITEM,Venda Geral (S/ discriminação),1,141.53
2026-01-11,Multimarcas,Loja 204200514,31784,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-11,Multimarcas,Loja 204200514,31783,-,S/ ITEM,Venda Geral (S/ discriminação),1,105.99
2026-01-11,Multimarcas,Loja 204200514,31782,-,S/ ITEM,Venda Geral (S/ discriminação),1,229.88
2026-01-11,Multimarcas,Loja 204200514,31781,-,S/ ITEM,Venda Geral (S/ discriminação),1,75.9
2026-01-11,Multimarcas,Loja 204200514,31780,-,S/ ITEM,Venda Geral (S/ discriminação),1,63.2
2026-01-11,Multimarcas,Loja 204200514,31779,-,S/ ITEM,Venda Geral (S/ discriminação),1,160.9
2026-01-11,Multimarcas,Loja 204200514,31778,-,S/ ITEM,Venda Geral (S/ discriminação),1,77.0
2026-01-11,Multimarcas,Loja 204200514,31777,-,S/ ITEM,Venda Geral (S/ discriminação),1,355.89
2026-01-11,Multimarcas,Loja 204200514,31776,-,S/ ITEM,Venda Geral (S/ discriminação),1,101.98
2026-01-11,Multimarcas,Loja 204200514,31775,-,S/ ITEM,Venda Geral (S/ discriminação),1,99.89
2026-01-11,Multimarcas,Loja 204200514,31774,-,S/ ITEM,Venda Geral (S/ discriminação),1,268.33
2026-01-11,Multimarcas,Loja 204200514,31773,-,S/ ITEM,Venda Geral (S/ discriminação),1,168.14
2026-01-10,Multimarcas,Loja 204200514,31772,-,S/ ITEM,Venda Geral (S/ discriminação),1,96.99
2026-01-10,Multimarcas,Loja 204200514,31771,-,S/ ITEM,Venda Geral (S/ discriminação),1,269.78
2026-01-10,Multimarcas,Loja 204200514,31770,-,S/ ITEM,Venda Geral (S/ discriminação),1,142.9
2026-01-10,Multimarcas,Loja 204200514,31769,-,S/ ITEM,Venda Geral (S/ discriminação),1,175.0
2026-01-10,Multimarcas,Loja 204200514,31768,-,S/ ITEM,Venda Geral (S/ discriminação),1,155.97
2026-01-10,Multimarcas,Loja 204200514,31767,-,S/ ITEM,Venda Geral (S/ discriminação),1,20.9
2026-01-10,Multimarcas,Loja 204200514,31766,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-10,Multimarcas,Loja 204200514,31765,-,S/ ITEM,Venda Geral (S/ discriminação),1,45.58
2026-01-10,Multimarcas,Loja 204200514,31764,-,S/ ITEM,Venda Geral (S/ discriminação),1,160.9
2026-01-10,Multimarcas,Loja 204200514,31763,-,S/ ITEM,Venda Geral (S/ discriminação),1,54.99
2026-01-10,Multimarcas,Loja 204200514,31762,-,S/ ITEM,Venda Geral (S/ discriminação),1,49.21
2026-01-10,Multimarcas,Loja 204200514,31761,-,S/ ITEM,Venda Geral (S/ discriminação),1,178.9
2026-01-10,Multimarcas,Loja 204200514,31760,-,S/ ITEM,Venda Geral (S/ discriminação),1,31.99
2026-01-10,Multimarcas,Loja 204200514,31759,-,S/ ITEM,Venda Geral (S/ discriminação),1,128.99
2026-01-10,Multimarcas,Loja 204200514,31758,-,S/ ITEM,Venda Geral (S/ discriminação),1,383.97
2026-01-10,Multimarcas,Loja 204200514,31757,-,S/ ITEM,Venda Geral (S/ discriminação),1,84.24
2026-01-10,Multimarcas,Loja 204200514,31756,-,S/ ITEM,Venda Geral (S/ discriminação),1,175.0
2026-01-10,Multimarcas,Loja 204200514,31755,-,S/ ITEM,Venda Geral (S/ discriminação),1,176.99
2026-01-10,Multimarcas,Loja 204200514,31754,-,S/ ITEM,Venda Geral (S/ discriminação),1,159.41
2026-01-10,Multimarcas,Loja 204200514,31753,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-10,Multimarcas,Loja 204200514,31752,-,S/ ITEM,Venda Geral (S/ discriminação),1,82.45
2026-01-10,Multimarcas,Loja 204200514,31751,-,S/ ITEM,Venda Geral (S/ discriminação),1,69.9
2026-01-10,Multimarcas,Loja 204200514,31750,-,S/ ITEM,Venda Geral (S/ discriminação),1,104.42
2026-01-10,Multimarcas,Loja 204200514,31749,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-10,Multimarcas,Loja 204200514,31748,-,S/ ITEM,Venda Geral (S/ discriminação),1,249.28
2026-01-10,Multimarcas,Loja 204200514,31747,-,S/ ITEM,Venda Geral (S/ discriminação),1,62.45
2026-01-10,Multimarcas,Loja 204200514,31746,-,S/ ITEM,Venda Geral (S/ discriminação),1,110.99
2026-01-10,Multimarcas,Loja 204200514,31745,-,S/ ITEM,Venda Geral (S/ discriminação),1,96.04
2026-01-10,Multimarcas,Loja 204200514,31744,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-10,Multimarcas,Loja 204200514,31743,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-10,Multimarcas,Loja 204200514,31742,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-10,Multimarcas,Loja 204200514,31741,-,S/ ITEM,Venda Geral (S/ discriminação),1,47.29
2026-01-10,Multimarcas,Loja 204200514,31740,-,S/ ITEM,Venda Geral (S/ discriminação),1,20.9
2026-01-10,Multimarcas,Loja 204200514,31739,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-10,Multimarcas,Loja 204200514,31738,-,S/ ITEM,Venda Geral (S/ discriminação),1,31.99
2026-01-10,Multimarcas,Loja 204200514,31737,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-10,Multimarcas,Loja 204200514,31736,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.98
2026-01-10,Multimarcas,Loja 204200514,31735,-,S/ ITEM,Venda Geral (S/ discriminação),1,146.54
2026-01-10,Multimarcas,Loja 204200514,31734,-,S/ ITEM,Venda Geral (S/ discriminação),1,82.45
2026-01-10,Multimarcas,Loja 204200514,31733,-,S/ ITEM,Venda Geral (S/ discriminação),1,141.53
2026-01-10,Multimarcas,Loja 204200514,31732,-,S/ ITEM,Venda Geral (S/ discriminação),1,395.99
2026-01-10,Multimarcas,Loja 204200514,31731,-,S/ ITEM,Venda Geral (S/ discriminação),1,40.21
2026-01-10,Multimarcas,Loja 204200514,31730,-,S/ ITEM,Venda Geral (S/ discriminação),1,51.89
2026-01-10,Multimarcas,Loja 204200514,31729,-,S/ ITEM,Venda Geral (S/ discriminação),1,141.53
2026-01-09,Multimarcas,Loja 204200514,31728,-,S/ ITEM,Venda Geral (S/ discriminação),1,136.77
2026-01-09,Multimarcas,Loja 204200514,31727,-,S/ ITEM,Venda Geral (S/ discriminação),1,176.0
2026-01-09,Multimarcas,Loja 204200514,31726,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-09,Multimarcas,Loja 204200514,31725,-,S/ ITEM,Venda Geral (S/ discriminação),1,79.19
2026-01-09,Multimarcas,Loja 204200514,31724,-,S/ ITEM,Venda Geral (S/ discriminação),1,65.99
2026-01-09,Multimarcas,Loja 204200514,31723,-,S/ ITEM,Venda Geral (S/ discriminação),1,128.03
2026-01-09,Multimarcas,Loja 204200514,31722,-,S/ ITEM,Venda Geral (S/ discriminação),1,71.99
2026-01-09,Multimarcas,Loja 204200514,31721,-,S/ ITEM,Venda Geral (S/ discriminação),1,68.99
2026-01-09,Multimarcas,Loja 204200514,31720,-,S/ ITEM,Venda Geral (S/ discriminação),1,175.0
2026-01-09,Multimarcas,Loja 204200514,31719,-,S/ ITEM,Venda Geral (S/ discriminação),1,35.17
2026-01-09,Multimarcas,Loja 204200514,31718,-,S/ ITEM,Venda Geral (S/ discriminação),1,54.99
2026-01-09,Multimarcas,Loja 204200514,31717,-,S/ ITEM,Venda Geral (S/ discriminação),1,395.99
2026-01-09,Multimarcas,Loja 204200514,31716,-,S/ ITEM,Venda Geral (S/ discriminação),1,160.9
2026-01-09,Multimarcas,Loja 204200514,31715,-,S/ ITEM,Venda Geral (S/ discriminação),1,65.99
2026-01-09,Multimarcas,Loja 204200514,31714,-,S/ ITEM,Venda Geral (S/ discriminação),1,1308.93
2026-01-09,Multimarcas,Loja 204200514,31713,-,S/ ITEM,Venda Geral (S/ discriminação),1,39.99
2026-01-09,Multimarcas,Loja 204200514,31712,-,S/ ITEM,Venda Geral (S/ discriminação),1,152.99
2026-01-09,Multimarcas,Loja 204200514,31711,-,S/ ITEM,Venda Geral (S/ discriminação),1,174.99
2026-01-09,Multimarcas,Loja 204200514,31710,-,S/ ITEM,Venda Geral (S/ discriminação),1,99.9
2026-01-09,Multimarcas,Loja 204200514,31709,-,S/ ITEM,Venda Geral (S/ discriminação),1,70.71
2026-01-09,Multimarcas,Loja 204200514,31708,-,S/ ITEM,Venda Geral (S/ discriminação),1,83.05
2026-01-09,Multimarcas,Loja 204200514,31707,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-09,Multimarcas,Loja 204200514,31706,-,S/ ITEM,Venda Geral (S/ discriminação),1,120.9
2026-01-09,Multimarcas,Loja 204200514,31705,-,S/ ITEM,Venda Geral (S/ discriminação),1,37.22
2026-01-09,Multimarcas,Loja 204200514,31704,-,S/ ITEM,Venda Geral (S/ discriminação),1,395.91
2026-01-09,Multimarcas,Loja 204200514,31703,-,S/ ITEM,Venda Geral (S/ discriminação),1,142.98
2026-01-09,Multimarcas,Loja 204200514,31702,-,S/ ITEM,Venda Geral (S/ discriminação),1,128.99
2026-01-09,Multimarcas,Loja 204200514,31701,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-09,Multimarcas,Loja 204200514,31700,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-09,Multimarcas,Loja 204200514,31699,-,S/ ITEM,Venda Geral (S/ discriminação),1,270.27
2026-01-09,Multimarcas,Loja 204200514,31698,-,S/ ITEM,Venda Geral (S/ discriminação),1,249.28
2026-01-09,Multimarcas,Loja 204200514,31697,-,S/ ITEM,Venda Geral (S/ discriminação),1,93.67
2026-01-09,Multimarcas,Loja 204200514,31696,-,S/ ITEM,Venda Geral (S/ discriminação),1,109.98
2026-01-09,Multimarcas,Loja 204200514,31695,-,S/ ITEM,Venda Geral (S/ discriminação),1,428.0
2026-01-09,Multimarcas,Loja 204200514,31694,-,S/ ITEM,Venda Geral (S/ discriminação),1,27.9
2026-01-09,Multimarcas,Loja 204200514,31693,-,S/ ITEM,Venda Geral (S/ discriminação),1,168.69
2026-01-09,Multimarcas,Loja 204200514,31691,-,S/ ITEM,Venda Geral (S/ discriminação),1,293.8
2026-01-09,Multimarcas,Loja 204200514,31690,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-09,Multimarcas,Loja 204200514,31689,-,S/ ITEM,Venda Geral (S/ discriminação),1,118.07
2026-01-09,Multimarcas,Loja 204200514,31688,-,S/ ITEM,Venda Geral (S/ discriminação),1,1066.99
2026-01-09,Multimarcas,Loja 204200514,31687,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-09,Multimarcas,Loja 204200514,31686,-,S/ ITEM,Venda Geral (S/ discriminação),1,200.27
2026-01-09,Multimarcas,Loja 204200514,31685,-,S/ ITEM,Venda Geral (S/ discriminação),1,93.67
2026-01-09,Multimarcas,Loja 204200514,31684,-,S/ ITEM,Venda Geral (S/ discriminação),1,146.9
2026-01-09,Multimarcas,Loja 204200514,31683,-,S/ ITEM,Venda Geral (S/ discriminação),1,96.99
2026-01-09,Multimarcas,Loja 204200514,31682,-,S/ ITEM,Venda Geral (S/ discriminação),1,35.89
2026-01-09,Multimarcas,Loja 204200514,31681,-,S/ ITEM,Venda Geral (S/ discriminação),1,511.09
2026-01-09,Multimarcas,Loja 204200514,31680,-,S/ ITEM,Venda Geral (S/ discriminação),1,76.89
2026-01-09,Multimarcas,Loja 204200514,31679,-,S/ ITEM,Venda Geral (S/ discriminação),1,92.99
2026-01-09,Multimarcas,Loja 204200514,31678,-,S/ ITEM,Venda Geral (S/ discriminação),1,33.9
2026-01-09,Multimarcas,Loja 204200514,31677,-,S/ ITEM,Venda Geral (S/ discriminação),1,75.32
2026-01-09,Multimarcas,Loja 204200514,31676,-,S/ ITEM,Venda Geral (S/ discriminação),1,168.69
2026-01-09,Multimarcas,Loja 204200514,31675,-,S/ ITEM,Venda Geral (S/ discriminação),1,168.77
2026-01-09,Multimarcas,Loja 204200514,31674,-,S/ ITEM,Venda Geral (S/ discriminação),1,84.74
2026-01-08,Multimarcas,Loja 204200514,31692,-,S/ ITEM,Venda Geral (S/ discriminação),1,53.99
2026-01-08,Multimarcas,Loja 204200514,31673,-,S/ ITEM,Venda Geral (S/ discriminação),1,249.28
2026-01-08,Multimarcas,Loja 204200514,31672,-,S/ ITEM,Venda Geral (S/ discriminação),1,56.07
2026-01-08,Multimarcas,Loja 204200514,31671,-,S/ ITEM,Venda Geral (S/ discriminação),1,130.99
2026-01-08,Multimarcas,Loja 204200514,31670,-,S/ ITEM,Venda Geral (S/ discriminação),1,81.9
2026-01-08,Multimarcas,Loja 204200514,31669,-,S/ ITEM,Venda Geral (S/ discriminação),1,168.69
2026-01-08,Multimarcas,Loja 204200514,31668,-,S/ ITEM,Venda Geral (S/ discriminação),1,90.42
2026-01-08,Multimarcas,Loja 204200514,31667,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-08,Multimarcas,Loja 204200514,31666,-,S/ ITEM,Venda Geral (S/ discriminação),1,99.98
2026-01-08,Multimarcas,Loja 204200514,31665,-,S/ ITEM,Venda Geral (S/ discriminação),1,51.99
2026-01-08,Multimarcas,Loja 204200514,31664,-,S/ ITEM,Venda Geral (S/ discriminação),1,42.99
2026-01-08,Multimarcas,Loja 204200514,31663,-,S/ ITEM,Venda Geral (S/ discriminação),1,110.0
2026-01-08,Multimarcas,Loja 204200514,31662,-,S/ ITEM,Venda Geral (S/ discriminação),1,80.8
2026-01-08,Multimarcas,Loja 204200514,31661,-,S/ ITEM,Venda Geral (S/ discriminação),1,58.48
2026-01-08,Multimarcas,Loja 204200514,31660,-,S/ ITEM,Venda Geral (S/ discriminação),1,58.22
2026-01-08,Multimarcas,Loja 204200514,31659,-,S/ ITEM,Venda Geral (S/ discriminação),1,483.05
2026-01-08,Multimarcas,Loja 204200514,31658,-,S/ ITEM,Venda Geral (S/ discriminação),1,187.11
2026-01-08,Multimarcas,Loja 204200514,31657,-,S/ ITEM,Venda Geral (S/ discriminação),1,235.76
2026-01-08,Multimarcas,Loja 204200514,31656,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-08,Multimarcas,Loja 204200514,31655,-,S/ ITEM,Venda Geral (S/ discriminação),1,125.15
2026-01-08,Multimarcas,Loja 204200514,31654,-,S/ ITEM,Venda Geral (S/ discriminação),1,167.6
2026-01-08,Multimarcas,Loja 204200514,31653,-,S/ ITEM,Venda Geral (S/ discriminação),1,95.89
2026-01-08,Multimarcas,Loja 204200514,31652,-,S/ ITEM,Venda Geral (S/ discriminação),1,131.9
2026-01-08,Multimarcas,Loja 204200514,31651,-,S/ ITEM,Venda Geral (S/ discriminação),1,45.99
2026-01-08,Multimarcas,Loja 204200514,31650,-,S/ ITEM,Venda Geral (S/ discriminação),1,142.41
2026-01-08,Multimarcas,Loja 204200514,31649,-,S/ ITEM,Venda Geral (S/ discriminação),1,72.72
2026-01-08,Multimarcas,Loja 204200514,31648,-,S/ ITEM,Venda Geral (S/ discriminação),1,35.89
2026-01-08,Multimarcas,Loja 204200514,31647,-,S/ ITEM,Venda Geral (S/ discriminação),1,37.22
2026-01-08,Multimarcas,Loja 204200514,31646,-,S/ ITEM,Venda Geral (S/ discriminação),1,110.0
2026-01-08,Multimarcas,Loja 204200514,31645,-,S/ ITEM,Venda Geral (S/ discriminação),1,168.22
2026-01-08,Multimarcas,Loja 204200514,31644,-,S/ ITEM,Venda Geral (S/ discriminação),1,131.9
2026-01-08,Multimarcas,Loja 204200514,31643,-,S/ ITEM,Venda Geral (S/ discriminação),1,52.99
2026-01-08,Multimarcas,Loja 204200514,31642,-,S/ ITEM,Venda Geral (S/ discriminação),1,126.18
2026-01-08,Multimarcas,Loja 204200514,31641,-,S/ ITEM,Venda Geral (S/ discriminação),1,585.9
2026-01-08,Multimarcas,Loja 204200514,31640,-,S/ ITEM,Venda Geral (S/ discriminação),1,280.22
2026-01-08,Multimarcas,Loja 204200514,31639,-,S/ ITEM,Venda Geral (S/ discriminação),1,133.43
2026-01-08,Multimarcas,Loja 204200514,31638,-,S/ ITEM,Venda Geral (S/ discriminação),1,84.19
2026-01-08,Multimarcas,Loja 204200514,31637,-,S/ ITEM,Venda Geral (S/ discriminação),1,85.89
2026-01-08,Multimarcas,Loja 204200514,31636,-,S/ ITEM,Venda Geral (S/ discriminação),1,92.99
2026-01-08,Multimarcas,Loja 204200514,31635,-,S/ ITEM,Venda Geral (S/ discriminação),1,60.04
2026-01-08,Multimarcas,Loja 204200514,31634,-,S/ ITEM,Venda Geral (S/ discriminação),1,168.69
2026-01-08,Multimarcas,Loja 204200514,31633,-,S/ ITEM,Venda Geral (S/ discriminação),1,544.16
2026-01-08,Multimarcas,Loja 204200514,31632,-,S/ ITEM,Venda Geral (S/ discriminação),1,472.11
2026-01-08,Multimarcas,Loja 204200514,31631,-,S/ ITEM,Venda Geral (S/ discriminação),1,85.31
2026-01-08,Multimarcas,Loja 204200514,31630,-,S/ ITEM,Venda Geral (S/ discriminação),1,93.67
2026-01-08,Multimarcas,Loja 204200514,31629,-,S/ ITEM,Venda Geral (S/ discriminação),1,511.09
2026-01-08,Multimarcas,Loja 204200514,31628,-,S/ ITEM,Venda Geral (S/ discriminação),1,125.03
2026-01-08,Multimarcas,Loja 204200514,31627,-,S/ ITEM,Venda Geral (S/ discriminação),1,187.11
2026-01-08,Multimarcas,Loja 204200514,31626,-,S/ ITEM,Venda Geral (S/ discriminação),1,92.99
2026-01-08,Multimarcas,Loja 204200514,31625,-,S/ ITEM,Venda Geral (S/ discriminação),1,24.85
2026-01-08,Multimarcas,Loja 204200514,31624,-,S/ ITEM,Venda Geral (S/ discriminação),1,99.98
2026-01-08,Multimarcas,Loja 204200514,31623,-,S/ ITEM,Venda Geral (S/ discriminação),1,511.09
2026-01-08,Multimarcas,Loja 204200514,31622,-,S/ ITEM,Venda Geral (S/ discriminação),1,249.28
2026-01-08,Multimarcas,Loja 204200514,31621,-,S/ ITEM,Venda Geral (S/ discriminação),1,112.98
2026-01-08,Multimarcas,Loja 204200514,31620,-,S/ ITEM,Venda Geral (S/ discriminação),1,96.99
2026-01-08,Multimarcas,Loja 204200514,31619,-,S/ ITEM,Venda Geral (S/ discriminação),1,960.0
2026-01-08,Multimarcas,Loja 204200514,31618,-,S/ ITEM,Venda Geral (S/ discriminação),1,277.99
2026-01-08,Multimarcas,Loja 204200514,31617,-,S/ ITEM,Venda Geral (S/ discriminação),1,110.0
2026-01-08,Multimarcas,Loja 204200514,31616,-,S/ ITEM,Venda Geral (S/ discriminação),1,529.62
2026-01-08,Multimarcas,Loja 204200514,31615,-,S/ ITEM,Venda Geral (S/ discriminação),1,139.78
2026-01-08,Multimarcas,Loja 204200514,31614,-,S/ ITEM,Venda Geral (S/ discriminação),1,104.98
2026-01-08,Multimarcas,Loja 204200514,31613,-,S/ ITEM,Venda Geral (S/ discriminação),1,168.77
2026-01-08,Multimarcas,Loja 204200514,31612,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-08,Multimarcas,Loja 204200514,31611,-,S/ ITEM,Venda Geral (S/ discriminação),1,142.41
2026-01-08,Multimarcas,Loja 204200514,31610,-,S/ ITEM,Venda Geral (S/ discriminação),1,1550.73
2026-01-08,Multimarcas,Loja 204200514,31609,-,S/ ITEM,Venda Geral (S/ discriminação),1,511.09
2026-01-08,Multimarcas,Loja 204200514,31608,-,S/ ITEM,Venda Geral (S/ discriminação),1,142.41
2026-01-08,Multimarcas,Loja 204200514,31607,-,S/ ITEM,Venda Geral (S/ discriminação),1,178.9
2026-01-08,Multimarcas,Loja 204200514,31606,-,S/ ITEM,Venda Geral (S/ discriminação),1,80.86
2026-01-08,Multimarcas,Loja 204200514,31605,-,S/ ITEM,Venda Geral (S/ discriminação),1,84.29
2026-01-08,Multimarcas,Loja 204200514,31604,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-08,Multimarcas,Loja 204200514,31603,-,S/ ITEM,Venda Geral (S/ discriminação),1,315.0
2026-01-08,Multimarcas,Loja 204200514,31602,-,S/ ITEM,Venda Geral (S/ discriminação),1,78.57
2026-01-08,Multimarcas,Loja 204200514,31601,-,S/ ITEM,Venda Geral (S/ discriminação),1,192.89
2026-01-08,Multimarcas,Loja 204200514,31600,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-08,Multimarcas,Loja 204200514,31599,-,S/ ITEM,Venda Geral (S/ discriminação),1,211.17
2026-01-08,Multimarcas,Loja 204200514,31598,-,S/ ITEM,Venda Geral (S/ discriminação),1,110.0
2026-01-07,Multimarcas,Loja 204200514,31597,-,S/ ITEM,Venda Geral (S/ discriminação),1,127.99
2026-01-07,Multimarcas,Loja 204200514,31596,-,S/ ITEM,Venda Geral (S/ discriminação),1,75.9
2026-01-07,Multimarcas,Loja 204200514,31595,-,S/ ITEM,Venda Geral (S/ discriminação),1,372.38
2026-01-07,Multimarcas,Loja 204200514,31594,-,S/ ITEM,Venda Geral (S/ discriminação),1,20.9
2026-01-07,Multimarcas,Loja 204200514,31593,-,S/ ITEM,Venda Geral (S/ discriminação),1,98.28
2026-01-07,Multimarcas,Loja 204200514,31592,-,S/ ITEM,Venda Geral (S/ discriminação),1,131.9
2026-01-07,Multimarcas,Loja 204200514,31591,-,S/ ITEM,Venda Geral (S/ discriminação),1,74.68
2026-01-07,Multimarcas,Loja 204200514,31590,-,S/ ITEM,Venda Geral (S/ discriminação),1,84.89
2026-01-07,Multimarcas,Loja 204200514,31589,-,S/ ITEM,Venda Geral (S/ discriminação),1,178.9
2026-01-07,Multimarcas,Loja 204200514,31588,-,S/ ITEM,Venda Geral (S/ discriminação),1,176.9
2026-01-07,Multimarcas,Loja 204200514,31587,-,S/ ITEM,Venda Geral (S/ discriminação),1,65.99
2026-01-07,Multimarcas,Loja 204200514,31586,-,S/ ITEM,Venda Geral (S/ discriminação),1,481.99
2026-01-07,Multimarcas,Loja 204200514,31585,-,S/ ITEM,Venda Geral (S/ discriminação),1,178.9
2026-01-07,Multimarcas,Loja 204200514,31584,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-07,Multimarcas,Loja 204200514,31583,-,S/ ITEM,Venda Geral (S/ discriminação),1,93.67
2026-01-07,Multimarcas,Loja 204200514,31582,-,S/ ITEM,Venda Geral (S/ discriminação),1,172.4
2026-01-07,Multimarcas,Loja 204200514,31581,-,S/ ITEM,Venda Geral (S/ discriminação),1,27.9
2026-01-07,Multimarcas,Loja 204200514,31580,-,S/ ITEM,Venda Geral (S/ discriminação),1,107.98
2026-01-07,Multimarcas,Loja 204200514,31579,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-07,Multimarcas,Loja 204200514,31578,-,S/ ITEM,Venda Geral (S/ discriminação),1,60.04
2026-01-07,Multimarcas,Loja 204200514,31577,-,S/ ITEM,Venda Geral (S/ discriminação),1,84.29
2026-01-07,Multimarcas,Loja 204200514,31576,-,S/ ITEM,Venda Geral (S/ discriminação),1,54.99
2026-01-07,Multimarcas,Loja 204200514,31575,-,S/ ITEM,Venda Geral (S/ discriminação),1,87.99
2026-01-07,Multimarcas,Loja 204200514,31574,-,S/ ITEM,Venda Geral (S/ discriminação),1,135.9
2026-01-07,Multimarcas,Loja 204200514,31573,-,S/ ITEM,Venda Geral (S/ discriminação),1,129.9
2026-01-07,Multimarcas,Loja 204200514,31572,-,S/ ITEM,Venda Geral (S/ discriminação),1,200.78
2026-01-07,Multimarcas,Loja 204200514,31571,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-07,Multimarcas,Loja 204200514,31570,-,S/ ITEM,Venda Geral (S/ discriminação),1,33.89
2026-01-07,Multimarcas,Loja 204200514,31569,-,S/ ITEM,Venda Geral (S/ discriminação),1,74.97
2026-01-07,Multimarcas,Loja 204200514,31568,-,S/ ITEM,Venda Geral (S/ discriminação),1,57.99
2026-01-07,Multimarcas,Loja 204200514,31567,-,S/ ITEM,Venda Geral (S/ discriminação),1,99.89
2026-01-07,Multimarcas,Loja 204200514,31566,-,S/ ITEM,Venda Geral (S/ discriminação),1,50.99
2026-01-07,Multimarcas,Loja 204200514,31565,-,S/ ITEM,Venda Geral (S/ discriminação),1,84.29
2026-01-07,Multimarcas,Loja 204200514,31564,-,S/ ITEM,Venda Geral (S/ discriminação),1,88.99
2026-01-07,Multimarcas,Loja 204200514,31563,-,S/ ITEM,Venda Geral (S/ discriminação),1,45.88
2026-01-07,Multimarcas,Loja 204200514,31562,-,S/ ITEM,Venda Geral (S/ discriminação),1,70.71
2026-01-07,Multimarcas,Loja 204200514,31561,-,S/ ITEM,Venda Geral (S/ discriminação),1,544.16
2026-01-07,Multimarcas,Loja 204200514,31560,-,S/ ITEM,Venda Geral (S/ discriminação),1,142.41
2026-01-07,Multimarcas,Loja 204200514,31559,-,S/ ITEM,Venda Geral (S/ discriminação),1,46.99
2026-01-07,Multimarcas,Loja 204200514,31558,-,S/ ITEM,Venda Geral (S/ discriminação),1,187.11
2026-01-07,Multimarcas,Loja 204200514,31557,-,S/ ITEM,Venda Geral (S/ discriminação),1,55.0
2026-01-07,Multimarcas,Loja 204200514,31556,-,S/ ITEM,Venda Geral (S/ discriminação),1,173.54
2026-01-07,Multimarcas,Loja 204200514,31555,-,S/ ITEM,Venda Geral (S/ discriminação),1,142.9
2026-01-07,Multimarcas,Loja 204200514,31554,-,S/ ITEM,Venda Geral (S/ discriminação),1,169.75
2026-01-07,Multimarcas,Loja 204200514,31553,-,S/ ITEM,Venda Geral (S/ discriminação),1,95.89
2026-01-07,Multimarcas,Loja 204200514,31552,-,S/ ITEM,Venda Geral (S/ discriminação),1,89.89
2026-01-07,Multimarcas,Loja 204200514,31551,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-07,Multimarcas,Loja 204200514,31550,-,S/ ITEM,Venda Geral (S/ discriminação),1,186.0
2026-01-07,Multimarcas,Loja 204200514,31549,-,S/ ITEM,Venda Geral (S/ discriminação),1,163.91
2026-01-07,Multimarcas,Loja 204200514,31548,-,S/ ITEM,Venda Geral (S/ discriminação),1,510.22
2026-01-07,Multimarcas,Loja 204200514,31546,-,S/ ITEM,Venda Geral (S/ discriminação),1,175.39
2026-01-07,Multimarcas,Loja 204200514,31545,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-07,Multimarcas,Loja 204200514,31544,-,S/ ITEM,Venda Geral (S/ discriminação),1,67.43
2026-01-07,Multimarcas,Loja 204200514,31543,-,S/ ITEM,Venda Geral (S/ discriminação),1,190.94
2026-01-07,Multimarcas,Loja 204200514,31542,-,S/ ITEM,Venda Geral (S/ discriminação),1,269.27
2026-01-07,Multimarcas,Loja 204200514,31541,-,S/ ITEM,Venda Geral (S/ discriminação),1,249.28
2026-01-07,Multimarcas,Loja 204200514,31540,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.9
2026-01-07,Multimarcas,Loja 204200514,31539,-,S/ ITEM,Venda Geral (S/ discriminação),1,1033.82
2026-01-07,Multimarcas,Loja 204200514,31538,-,S/ ITEM,Venda Geral (S/ discriminação),1,41.98
